days,date,circ_supply,network_gas_burn,day_locked_pledge,day_renewed_pledge,network_locked_pledge,network_locked,network_locked_reward,disbursed_reserve,pledge_delta,onboards_delta,renews_delta,scheduled_pledge_release,day_onboard_pledge,total_vest,network_RBP,network_QAP,day_onboarded_power_QAP,day_renewed_power_QAP,cum_simple_reward,network_baseline,capped_power,cum_capped_power,network_time,cum_baseline_reward,cum_network_reward,day_network_reward,day_pledge_per_QAP,day_rewards_per_sector,1y_return_per_sector,1y_sector_roi,duration_return_per_sector,duration_sector_roi,duration_roi_annualized
152,2021-03-16,101114349.53035876,19165705.563802157,0.0,0.0,24565174.11771606,49130348.23543212,24565174.11771606,17066618.96177341,0.0,0.0,0.0,0.0,0.0,110047243.42363423,3.817103084253872e+18,3.8181924866148925e+18,3.465312649726125e+16,0.0,15500083.999383714,4.256433910003973e+18,3.817103084253872e+18,3.061965609388768e+20,96.56924145261627,23178789.718496058,38678873.71787977,361567.6500782594,0.0,0.0032537306336893968,0.47051401476592186,inf,0.841945923206481,inf,inf
153,2021-03-17,95875377.29463348,19193403.711378764,2468620.6236029146,0.0,27033784.74131913,51733661.40705101,24699876.66573189,17066618.96177341,2468610.6236030716,2468620.6236029146,-9.999999843067506,9.999999843067506,2468620.6236029146,110695382.08333182,3.8519661927889633e+18,3.8530471347667927e+18,3.5865451718478868e+16,0.0,15599609.221040903,4.264524699950769e+18,3.8519661927889633e+18,3.1004852713166576e+20,97.67803280124757,23440832.146917127,39040441.36795803,361567.6500782594,2.364982307281047,0.0032242974000818957,0.46785729679482924,0.19782697542998173,0.8387745792078456,0.3546642089564555,0.06259148482065324
154,2021-03-18,96383999.98435725,19256238.761583794,304684.7473551086,0.0,27338468.28845942,52173466.68817843,24834998.399719022,17066618.96177341,304683.54714028747,304684.7473551086,-1.20021482117228,1.20021482117228,304684.7473551086,111343520.7430294,3.884874781966729e+18,3.885968117354201e+18,3.542546151600987e+16,0.0,15699102.947396344,4.2726308691759334e+18,3.884874781966729e+18,3.139334019136325e+20,98.7939371972639,23704462.78192032,39403565.72931667,363124.3613586351,0.29551875277928263,0.003210746376330226,0.46522895330640496,1.5742789549936809,0.8356326189446444,2.827680514639836,0.30793793551409987
155,2021-03-19,96904485.80939762,19307878.531553257,305128.13830624946,0.0,27643596.06382064,52614049.74223298,24970453.678412355,17066618.96177341,305127.77536122006,305128.13830624946,-0.362945029417001,0.362945029417001,305128.13830624946,111991659.40272698,3.916340914968068e+18,3.9174179205293015e+18,3.5414222573581028e+16,0.0,15798565.188416976,4.2807524469129805e+18,3.916340914968068e+18,3.1784974282860056e+20,99.91649155283854,23969570.530266497,39768135.718683474,364569.98936680704,0.29604272631241646,0.0031976494991311807,0.4626136633666588,1.5626584349127315,0.8325041467597583,2.812108093752688,0.3068719642804958
156,2021-03-20,97426619.19643834,19348778.744636513,315457.1184352725,0.0,27959052.82269017,53065662.62835881,25106609.805668663,17066618.96177341,315456.75886953,315457.1184352725,-0.3595657424883301,0.3595657424883301,315457.1184352725,112639798.06242457,3.9552959247454044e+18,3.9564828055147643e+18,3.654936654490072e+16,0.0,15897995.954066439,4.2888894624509875e+18,3.9552959247454044e+18,3.2180503875334596e+20,101.0477880693037,24236647.591169238,40134643.54523568,366507.8265522048,0.2965584654509255,0.0031829060428633996,0.4600097499472307,1.5511604069294496,0.8293887096611231,2.796712305615738,0.30581465394246754
157,2021-03-21,97903672.8638073,19438557.29932398,312915.9986139193,0.0,28271967.232188165,53515476.29107912,25243509.058890976,17066618.96177341,312914.40949799336,312915.9986139193,-1.5891159259608405,1.5891159259608405,312915.9986139193,113287936.72212215,3.9954136337093755e+18,3.9965044371604767e+18,3.619185862779415e+16,0.0,15997395.254305258,4.297041945134709e+18,3.9954136337093755e+18,3.2580045238705534e+20,102.18809686008939,24505755.51600957,40503150.77031483,368507.225079149,0.29707542666180614,0.003168221639566973,0.45741958963807217,1.5397422626907595,0.8262879546290215,2.7814079539122454,0.30476021809911047
158,2021-03-22,98445616.16237406,19463130.293698024,314431.88267391204,0.0,28586390.348732356,53967334.78901022,25380944.440277893,17066618.96177341,314423.1165441893,314431.88267391204,-8.766129722754247,8.766129722754247,314431.88267391204,113936075.38181973,4.031757578248651e+18,4.032951369082831e+18,3.631575081941227e+16,0.0,16096763.099090919,4.30520992436468e+18,4.031757578248651e+18,3.29832209965304e+20,103.33628069843087,24776623.802398246,40873386.90148917,370236.13117434084,0.297496182220146,0.0031543193649825546,0.45484353503289754,1.5289054522935528,0.8232018188433701,2.767100447138525,0.3037713703878884
159,2021-03-23,98786199.41510512,19713094.26819615,291399.2106507139,0.0,28877784.6680732,54396116.78140669,25518332.113333516,17066618.96177341,291394.3193408446,291399.2106507139,-4.891309869278493,4.891309869278493,291399.2106507139,114584214.04151732,4.056759166994219e+18,4.057955245049643e+18,3.3585195450659156e+16,0.0,16196099.498377645,4.3133934295973187e+18,4.056759166994219e+18,3.338889691322982e+20,104.48906325132089,25048477.9630396,41244577.46141724,371190.5599280745,0.29811946913662346,0.00314296480705618,0.4522807209749608,1.5171123250849734,0.8201295184343994,2.7510095895768116,0.30265567222543854
160,2021-03-24,99200506.54278634,19895147.408293378,286773.11702581873,0.0,29164556.944030557,54820796.66251575,25656239.718485218,17066618.96177341,286772.27595735766,286773.11702581873,-0.8410684610914955,0.8410684610914955,286773.11702581873,115232352.7012149,4.0932359806417633e+18,4.094435844941054e+18,3.3041695280659904e+16,0.0,16295404.462116472,4.321592490345034e+18,4.0932359806417633e+18,3.3798220511294e+20,105.64965902052788,25322074.488490693,41617478.950607166,372901.4891899228,0.29821258226270364,0.0031293194205092713,0.44972800835990395,1.508078582558687,0.8170685061131715,2.7398860903642,0.30188215738349156
161,2021-03-25,99741084.20196201,19947741.700342555,308881.8897716704,0.0,29455741.04804498,55250494.29274446,25794753.2446995,17066618.96177341,291184.1040144246,308881.8897716704,-17697.78575724578,17697.78575724578,308881.8897716704,115880491.36091247,4.131724453891539e+18,4.133013910416687e+18,3.5558127750712736e+16,0.0,16394678.000255436,4.3298071361763364e+18,4.131724453891539e+18,3.421139295668315e+20,106.8185793911629,25597531.872107696,41992209.872363135,374730.9217559695,0.2984718710043804,0.003115318919562136,0.4471881760227109,1.498259030299535,0.8140210769605467,2.727295789118433,0.30100441912966436
